name=2
gender=male
ses1=1
ses2=2
ses3=3
ses4=4
ses5=3
ses6=2
ses7=1
ses8=2
ses9=3
ses10=4
ias1=1
ias2=2
ias3=3
ias4=4
ias5=5
ias6=4
ias7=3
ias8=2
ias9=1
ias10=2
ias11=3
ias12=4
ias13=5
ias14=4
ias15=3
0,0,F,0,0,2169
0,1,M,4,0,1280
0,2,M,0,1,313
0,3,M,2,1,182
0,4,F,0,0,97
0,5,F,8,1,174
0,6,F,0,1,169
0,7,F,8,1,152
0,8,M,0,0,48
0,9,M,1,1,145
0,10,M,0,1,135
0,11,M,9,1,136
0,12,F,0,0,137
0,13,F,6,2,144
0,14,F,0,1,143
0,15,F,1,1,136
0,16,F,0,1,143
0,17,F,1,1,136
0,18,M,0,0,121
0,19,M,4,1,143
1,0,L,0,0,237
1,1,S,1,0,33
1,2,S,0,1,175
1,3,L,7,0,104
1,4,S,0,0,41
1,5,L,4,0,112
1,6,L,0,1,152
1,7,S,13,0,31
1,8,L,0,0,114
1,9,S,3,0,14
1,10,L,0,0,136
1,11,S,5,0,17
1,12,L,0,1,151
1,13,S,1,1,151
1,14,L,0,0,135
1,15,L,15,1,168
1,16,S,0,0,8
1,17,L,7,1,152
1,18,S,0,0,144
1,19,L,15,0,7
2,0,F,0,1,239
2,1,L,0,1,159
2,2,F,7,1,151
2,3,L,6,1,161
2,4,F,0,1,160
2,5,L,0,1,167
2,6,F,2,1,148
2,7,S,12,0,133
2,8,M,0,1,151
2,9,S,0,1,167
2,10,M,3,1,160
2,11,S,9,1,159
2,12,M,0,1,170
2,13,L,0,0,15
2,14,F,3,1,159
2,15,S,11,0,135
2,16,F,0,0,27
2,17,S,0,0,124
2,18,M,8,1,164
2,19,L,2,0,20
2,20,F,0,1,159
2,21,S,0,0,136
2,22,F,9,0,18
2,23,S,18,0,134
2,24,F,0,0,24
2,25,S,0,0,144
2,26,M,3,1,153
2,27,S,18,1,151
2,28,F,0,0,32
2,29,S,0,0,136
2,30,M,2,1,153
2,31,S,12,1,160
2,32,F,0,0,23
2,33,L,0,1,161
2,34,M,1,0,127
2,35,S,19,1,168
2,36,F,0,0,24
2,37,L,0,1,160
2,38,F,9,1,160
2,39,L,12,1,166
3,0,F,0,0,205
3,1,S,0,0,6
3,2,F,7,1,159
3,3,S,9,0,160
3,4,F,0,0,8
3,5,S,0,0,152
3,6,F,9,0,8
3,7,L,1,1,170
3,8,F,0,1,153
3,9,L,0,1,158
3,10,M,8,0,160
3,11,S,14,2,184
3,12,M,0,1,160
3,13,S,0,1,167
3,14,M,7,1,159
3,15,S,18,1,168
3,16,F,0,0,153
3,17,L,0,1,167
3,18,F,9,1,153
3,19,L,16,1,174
3,20,F,0,1,177
3,21,S,0,0,24
3,22,M,8,1,175
3,23,L,14,0,134
3,24,M,0,0,27
3,25,L,0,0,150
3,26,F,5,1,160
3,27,L,8,1,175
3,28,F,0,1,169
3,29,L,0,1,159
3,30,F,4,1,169
3,31,S,12,0,39
3,32,M,0,1,168
3,33,L,0,0,136
3,34,F,4,1,168
3,35,L,11,1,177
3,36,M,0,0,15
3,37,L,0,0,144
3,38,M,5,0,25
3,39,S,2,1,174
4,0,M,0,0,215
4,1,F,7,0,16
4,2,F,0,1,176
4,3,M,8,0,145
4,4,F,0,0,28
4,5,F,7,1,155
4,6,M,0,0,144
4,7,M,9,1,161
4,8,F,0,0,40
4,9,F,3,1,167
4,10,M,0,0,106
4,11,F,9,0,63
4,12,F,0,1,160
4,13,M,4,0,129
4,14,F,0,0,95
4,15,M,4,0,80
4,16,F,0,0,79
4,17,M,2,0,72
4,18,M,0,1,169
4,19,F,6,0,88
5,0,F,0,1,287
5,1,L,0,0,154
5,2,F,9,0,63
5,3,S,3,1,177
5,4,F,0,1,175
5,5,L,0,0,96
5,6,F,3,0,63
5,7,L,5,0,104
5,8,F,0,0,73
5,9,S,0,1,198
5,10,F,6,1,200
5,11,L,7,0,58
5,12,M,0,1,167
5,13,L,0,1,176
5,14,M,3,0,167
5,15,L,19,1,168
5,16,M,0,1,183
5,17,S,0,0,32
5,18,M,2,0,138
5,19,L,3,1,167
5,20,M,0,1,177
5,21,S,0,0,159
5,22,M,5,0,7
5,23,L,7,0,167
5,24,F,0,0,40
5,25,S,0,1,233
5,26,F,9,1,191
5,27,L,8,0,81
